"","country","continent","lifeExp"
"835","Korea, Dem. Rep.","Asia",69.1
"836","Korea, Dem. Rep.","Asia",70.647
"837","Korea, Dem. Rep.","Asia",69.978
"838","Korea, Dem. Rep.","Asia",67.727
"839","Korea, Dem. Rep.","Asia",66.662
"840","Korea, Dem. Rep.","Asia",67.297
"841","Korea, Rep.","Asia",47.453
"842","Korea, Rep.","Asia",52.681
"843","Korea, Rep.","Asia",55.292
"844","Korea, Rep.","Asia",57.716
"845","Korea, Rep.","Asia",62.612
"846","Korea, Rep.","Asia",64.766
"847","Korea, Rep.","Asia",67.123
"848","Korea, Rep.","Asia",69.81
"849","Korea, Rep.","Asia",72.244
"850","Korea, Rep.","Asia",74.647
"851","Korea, Rep.","Asia",77.045
"852","Korea, Rep.","Asia",78.623
"853","Kuwait","Asia",55.565
"854","Kuwait","Asia",58.033
"855","Kuwait","Asia",60.47
"856","Kuwait","Asia",64.624
"857","Kuwait","Asia",67.712
"858","Kuwait","Asia",69.343
"859","Kuwait","Asia",71.309
"860","Kuwait","Asia",74.174
"861","Kuwait","Asia",75.19
"862","Kuwait","Asia",76.156
"863","Kuwait","Asia",76.904
"864","Kuwait","Asia",77.588
"865","Lebanon","Asia",55.928
"866","Lebanon","Asia",59.489
"867","Lebanon","Asia",62.094
"868","Lebanon","Asia",63.87
"869","Lebanon","Asia",65.421
"870","Lebanon","Asia",66.099
"871","Lebanon","Asia",66.983
"872","Lebanon","Asia",67.926
"873","Lebanon","Asia",69.292
"874","Lebanon","Asia",70.265
"875","Lebanon","Asia",71.028
"876","Lebanon","Asia",71.993
"877","Lesotho","Africa",42.138
"878","Lesotho","Africa",45.047
"879","Lesotho","Africa",47.747
"880","Lesotho","Africa",48.492
"881","Lesotho","Africa",49.767
"882","Lesotho","Africa",52.208
"883","Lesotho","Africa",55.078
"884","Lesotho","Africa",57.18
"885","Lesotho","Africa",59.685
"886","Lesotho","Africa",55.558
"887","Lesotho","Africa",44.593
"888","Lesotho","Africa",42.592
"889","Liberia","Africa",38.48
"890","Liberia","Africa",39.486
"891","Liberia","Africa",40.502
"892","Liberia","Africa",41.536
"893","Liberia","Africa",42.614
"894","Liberia","Africa",43.764
"895","Liberia","Africa",44.852
"896","Liberia","Africa",46.027
"897","Liberia","Africa",40.802
"898","Liberia","Africa",42.221
"899","Liberia","Africa",43.753
"900","Liberia","Africa",45.678
"901","Libya","Africa",42.723
"902","Libya","Africa",45.289
"903","Libya","Africa",47.808
"904","Libya","Africa",50.227
"905","Libya","Africa",52.773
"906","Libya","Africa",57.442
"907","Libya","Africa",62.155
"908","Libya","Africa",66.234
"909","Libya","Africa",68.755
"910","Libya","Africa",71.555
"911","Libya","Africa",72.737
"912","Libya","Africa",73.952
"913","Madagascar","Africa",36.681
"914","Madagascar","Africa",38.865
"915","Madagascar","Africa",40.848
"916","Madagascar","Africa",42.881
"917","Madagascar","Africa",44.851
"918","Madagascar","Africa",46.881
"919","Madagascar","Africa",48.969
"920","Madagascar","Africa",49.35
"921","Madagascar","Africa",52.214
"922","Madagascar","Africa",54.978
"923","Madagascar","Africa",57.286
"924","Madagascar","Africa",59.443
"925","Malawi","Africa",36.256
"926","Malawi","Africa",37.207
"927","Malawi","Africa",38.41
"928","Malawi","Africa",39.487
"929","Malawi","Africa",41.766
"930","Malawi","Africa",43.767
"931","Malawi","Africa",45.642
"932","Malawi","Africa",47.457
"933","Malawi","Africa",49.42
"934","Malawi","Africa",47.495
"935","Malawi","Africa",45.009
"936","Malawi","Africa",48.303
"937","Malaysia","Asia",48.463
"938","Malaysia","Asia",52.102
"939","Malaysia","Asia",55.737
"940","Malaysia","Asia",59.371
"941","Malaysia","Asia",63.01
"942","Malaysia","Asia",65.256
"943","Malaysia","Asia",68
"944","Malaysia","Asia",69.5
"945","Malaysia","Asia",70.693
"946","Malaysia","Asia",71.938
"947","Malaysia","Asia",73.044
"948","Malaysia","Asia",74.241
"949","Mali","Africa",33.685
"950","Mali","Africa",35.307
"951","Mali","Africa",36.936
"952","Mali","Africa",38.487
"953","Mali","Africa",39.977
"954","Mali","Africa",41.714
"955","Mali","Africa",43.916
"956","Mali","Africa",46.364
"957","Mali","Africa",48.388
"958","Mali","Africa",49.903
"959","Mali","Africa",51.818
"960","Mali","Africa",54.467
"961","Mauritania","Africa",40.543
"962","Mauritania","Africa",42.338
"963","Mauritania","Africa",44.248
"964","Mauritania","Africa",46.289
"965","Mauritania","Africa",48.437
"966","Mauritania","Africa",50.852
"967","Mauritania","Africa",53.599
"968","Mauritania","Africa",56.145
"969","Mauritania","Africa",58.333
"970","Mauritania","Africa",60.43
"971","Mauritania","Africa",62.247
"972","Mauritania","Africa",64.164
"973","Mauritius","Africa",50.986
"974","Mauritius","Africa",58.089
"975","Mauritius","Africa",60.246
"976","Mauritius","Africa",61.557
"977","Mauritius","Africa",62.944
"978","Mauritius","Africa",64.93
"979","Mauritius","Africa",66.711
"980","Mauritius","Africa",68.74
"981","Mauritius","Africa",69.745
"982","Mauritius","Africa",70.736
"983","Mauritius","Africa",71.954
"984","Mauritius","Africa",72.801
"985","Mexico","Americas",50.789
"986","Mexico","Americas",55.19
"987","Mexico","Americas",58.299
"988","Mexico","Americas",60.11
"989","Mexico","Americas",62.361
"990","Mexico","Americas",65.032
"991","Mexico","Americas",67.405
"992","Mexico","Americas",69.498
"993","Mexico","Americas",71.455
"994","Mexico","Americas",73.67
"995","Mexico","Americas",74.902
"996","Mexico","Americas",76.195
"997","Mongolia","Asia",42.244
"998","Mongolia","Asia",45.248
"999","Mongolia","Asia",48.251
"1000","Mongolia","Asia",51.253
"1001","Mongolia","Asia",53.754
"1002","Mongolia","Asia",55.491
"1003","Mongolia","Asia",57.489
"1004","Mongolia","Asia",60.222
"1005","Mongolia","Asia",61.271
"1006","Mongolia","Asia",63.625
"1007","Mongolia","Asia",65.033
"1008","Mongolia","Asia",66.803
"1009","Montenegro","Europe",59.164
"1010","Montenegro","Europe",61.448
"1011","Montenegro","Europe",63.728
"1012","Montenegro","Europe",67.178
"1013","Montenegro","Europe",70.636
"1014","Montenegro","Europe",73.066
"1015","Montenegro","Europe",74.101
"1016","Montenegro","Europe",74.865
"1017","Montenegro","Europe",75.435
"1018","Montenegro","Europe",75.445
"1019","Montenegro","Europe",73.981
"1020","Montenegro","Europe",74.543
"1021","Morocco","Africa",42.873
"1022","Morocco","Africa",45.423
"1023","Morocco","Africa",47.924
"1024","Morocco","Africa",50.335
"1025","Morocco","Africa",52.862
"1026","Morocco","Africa",55.73
"1027","Morocco","Africa",59.65
"1028","Morocco","Africa",62.677
"1029","Morocco","Africa",65.393
"1030","Morocco","Africa",67.66
"1031","Morocco","Africa",69.615
"1032","Morocco","Africa",71.164
"1033","Mozambique","Africa",31.286
"1034","Mozambique","Africa",33.779
"1035","Mozambique","Africa",36.161
"1036","Mozambique","Africa",38.113
"1037","Mozambique","Africa",40.328
"1038","Mozambique","Africa",42.495
"1039","Mozambique","Africa",42.795
"1040","Mozambique","Africa",42.861
"1041","Mozambique","Africa",44.284
"1042","Mozambique","Africa",46.344
"1043","Mozambique","Africa",44.026
"1044","Mozambique","Africa",42.082
"1045","Myanmar","Asia",36.319
"1046","Myanmar","Asia",41.905
"1047","Myanmar","Asia",45.108
"1048","Myanmar","Asia",49.379
"1049","Myanmar","Asia",53.07
"1050","Myanmar","Asia",56.059
"1051","Myanmar","Asia",58.056
"1052","Myanmar","Asia",58.339
"1053","Myanmar","Asia",59.32
"1054","Myanmar","Asia",60.328
"1055","Myanmar","Asia",59.908
"1056","Myanmar","Asia",62.069
"1057","Namibia","Africa",41.725
"1058","Namibia","Africa",45.226
"1059","Namibia","Africa",48.386
"1060","Namibia","Africa",51.159
"1061","Namibia","Africa",53.867
"1062","Namibia","Africa",56.437
"1063","Namibia","Africa",58.968
"1064","Namibia","Africa",60.835
"1065","Namibia","Africa",61.999
"1066","Namibia","Africa",58.909
"1067","Namibia","Africa",51.479
"1068","Namibia","Africa",52.906
"1069","Nepal","Asia",36.157
"1070","Nepal","Asia",37.686
"1071","Nepal","Asia",39.393
"1072","Nepal","Asia",41.472
"1073","Nepal","Asia",43.971
"1074","Nepal","Asia",46.748
"1075","Nepal","Asia",49.594
"1076","Nepal","Asia",52.537
"1077","Nepal","Asia",55.727
"1078","Nepal","Asia",59.426
"1079","Nepal","Asia",61.34
"1080","Nepal","Asia",63.785
"1081","Netherlands","Europe",72.13
"1082","Netherlands","Europe",72.99
"1083","Netherlands","Europe",73.23
"1084","Netherlands","Europe",73.82
"1085","Netherlands","Europe",73.75
"1086","Netherlands","Europe",75.24
"1087","Netherlands","Europe",76.05
"1088","Netherlands","Europe",76.83
"1089","Netherlands","Europe",77.42
"1090","Netherlands","Europe",78.03
"1091","Netherlands","Europe",78.53
"1092","Netherlands","Europe",79.762
"1093","New Zealand","Oceania",69.39
"1094","New Zealand","Oceania",70.26
"1095","New Zealand","Oceania",71.24
"1096","New Zealand","Oceania",71.52
"1097","New Zealand","Oceania",71.89
"1098","New Zealand","Oceania",72.22
"1099","New Zealand","Oceania",73.84
"1100","New Zealand","Oceania",74.32
"1101","New Zealand","Oceania",76.33
"1102","New Zealand","Oceania",77.55
"1103","New Zealand","Oceania",79.11
"1104","New Zealand","Oceania",80.204
"1105","Nicaragua","Americas",42.314
"1106","Nicaragua","Americas",45.432
"1107","Nicaragua","Americas",48.632
"1108","Nicaragua","Americas",51.884
"1109","Nicaragua","Americas",55.151
"1110","Nicaragua","Americas",57.47
"1111","Nicaragua","Americas",59.298
"1112","Nicaragua","Americas",62.008
"1113","Nicaragua","Americas",65.843
"1114","Nicaragua","Americas",68.426
"1115","Nicaragua","Americas",70.836
"1116","Nicaragua","Americas",72.899
"1117","Niger","Africa",37.444
"1118","Niger","Africa",38.598
"1119","Niger","Africa",39.487
"1120","Niger","Africa",40.118
"1121","Niger","Africa",40.546
"1122","Niger","Africa",41.291
"1123","Niger","Africa",42.598
"1124","Niger","Africa",44.555
"1125","Niger","Africa",47.391
"1126","Niger","Africa",51.313
"1127","Niger","Africa",54.496
"1128","Niger","Africa",56.867
"1129","Nigeria","Africa",36.324
"1130","Nigeria","Africa",37.802
"1131","Nigeria","Africa",39.36
"1132","Nigeria","Africa",41.04
"1133","Nigeria","Africa",42.821
"1134","Nigeria","Africa",44.514
"1135","Nigeria","Africa",45.826
"1136","Nigeria","Africa",46.886
"1137","Nigeria","Africa",47.472
"1138","Nigeria","Africa",47.464
"1139","Nigeria","Africa",46.608
"1140","Nigeria","Africa",46.859
"1141","Norway","Europe",72.67
"1142","Norway","Europe",73.44
"1143","Norway","Europe",73.47
"1144","Norway","Europe",74.08
"1145","Norway","Europe",74.34
"1146","Norway","Europe",75.37
"1147","Norway","Europe",75.97
"1148","Norway","Europe",75.89
"1149","Norway","Europe",77.32
"1150","Norway","Europe",78.32
"1151","Norway","Europe",79.05
"1152","Norway","Europe",80.196
"1153","Oman","Asia",37.578
"1154","Oman","Asia",40.08
"1155","Oman","Asia",43.165
"1156","Oman","Asia",46.988
"1157","Oman","Asia",52.143
"1158","Oman","Asia",57.367
"1159","Oman","Asia",62.728
"1160","Oman","Asia",67.734
"1161","Oman","Asia",71.197
"1162","Oman","Asia",72.499
"1163","Oman","Asia",74.193
"1164","Oman","Asia",75.64
"1165","Pakistan","Asia",43.436
"1166","Pakistan","Asia",45.557
"1167","Pakistan","Asia",47.67
"1168","Pakistan","Asia",49.8
"1169","Pakistan","Asia",51.929
"1170","Pakistan","Asia",54.043
"1171","Pakistan","Asia",56.158
"1172","Pakistan","Asia",58.245
"1173","Pakistan","Asia",60.838
"1174","Pakistan","Asia",61.818
"1175","Pakistan","Asia",63.61
"1176","Pakistan","Asia",65.483
"1177","Panama","Americas",55.191
"1178","Panama","Americas",59.201
"1179","Panama","Americas",61.817
"1180","Panama","Americas",64.071
"1181","Panama","Americas",66.216
"1182","Panama","Americas",68.681
"1183","Panama","Americas",70.472
"1184","Panama","Americas",71.523
"1185","Panama","Americas",72.462
"1186","Panama","Americas",73.738
"1187","Panama","Americas",74.712
"1188","Panama","Americas",75.537
"1189","Paraguay","Americas",62.649
"1190","Paraguay","Americas",63.196
"1191","Paraguay","Americas",64.361
"1192","Paraguay","Americas",64.951
"1193","Paraguay","Americas",65.815
"1194","Paraguay","Americas",66.353
"1195","Paraguay","Americas",66.874
"1196","Paraguay","Americas",67.378
"1197","Paraguay","Americas",68.225
"1198","Paraguay","Americas",69.4
"1199","Paraguay","Americas",70.755
"1200","Paraguay","Americas",71.752
"1201","Peru","Americas",43.902
"1202","Peru","Americas",46.263
"1203","Peru","Americas",49.096
"1204","Peru","Americas",51.445
"1205","Peru","Americas",55.448
"1206","Peru","Americas",58.447
"1207","Peru","Americas",61.406
"1208","Peru","Americas",64.134
"1209","Peru","Americas",66.458
"1210","Peru","Americas",68.386
"1211","Peru","Americas",69.906
"1212","Peru","Americas",71.421
"1213","Philippines","Asia",47.752
"1214","Philippines","Asia",51.334
"1215","Philippines","Asia",54.757
"1216","Philippines","Asia",56.393
"1217","Philippines","Asia",58.065
"1218","Philippines","Asia",60.06
"1219","Philippines","Asia",62.082
"1220","Philippines","Asia",64.151
"1221","Philippines","Asia",66.458
"1222","Philippines","Asia",68.564
"1223","Philippines","Asia",70.303
"1224","Philippines","Asia",71.688
"1225","Poland","Europe",61.31
"1226","Poland","Europe",65.77
"1227","Poland","Europe",67.64
"1228","Poland","Europe",69.61
"1229","Poland","Europe",70.85
"1230","Poland","Europe",70.67
"1231","Poland","Europe",71.32
"1232","Poland","Europe",70.98
"1233","Poland","Europe",70.99
"1234","Poland","Europe",72.75
"1235","Poland","Europe",74.67
"1236","Poland","Europe",75.563
"1237","Portugal","Europe",59.82
"1238","Portugal","Europe",61.51
"1239","Portugal","Europe",64.39
"1240","Portugal","Europe",66.6
"1241","Portugal","Europe",69.26
"1242","Portugal","Europe",70.41
"1243","Portugal","Europe",72.77
"1244","Portugal","Europe",74.06
"1245","Portugal","Europe",74.86
"1246","Portugal","Europe",75.97
"1247","Portugal","Europe",77.29
"1248","Portugal","Europe",78.098
"1249","Puerto Rico","Americas",64.28
"1250","Puerto Rico","Americas",68.54
"1251","Puerto Rico","Americas",69.62
"1252","Puerto Rico","Americas",71.1
"1253","Puerto Rico","Americas",72.16
"1254","Puerto Rico","Americas",73.44
"1255","Puerto Rico","Americas",73.75
"1256","Puerto Rico","Americas",74.63
"1257","Puerto Rico","Americas",73.911
"1258","Puerto Rico","Americas",74.917
"1259","Puerto Rico","Americas",77.778
"1260","Puerto Rico","Americas",78.746
"1261","Reunion","Africa",52.724
"1262","Reunion","Africa",55.09
"1263","Reunion","Africa",57.666
"1264","Reunion","Africa",60.542
"1265","Reunion","Africa",64.274
"1266","Reunion","Africa",67.064
"1267","Reunion","Africa",69.885
"1268","Reunion","Africa",71.913
"1269","Reunion","Africa",73.615
"1270","Reunion","Africa",74.772
"1271","Reunion","Africa",75.744
"1272","Reunion","Africa",76.442
"1273","Romania","Europe",61.05
"1274","Romania","Europe",64.1
"1275","Romania","Europe",66.8
"1276","Romania","Europe",66.8
"1277","Romania","Europe",69.21
"1278","Romania","Europe",69.46
"1279","Romania","Europe",69.66
"1280","Romania","Europe",69.53
"1281","Romania","Europe",69.36
"1282","Romania","Europe",69.72
"1283","Romania","Europe",71.322
"1284","Romania","Europe",72.476
"1285","Rwanda","Africa",40
"1286","Rwanda","Africa",41.5
"1287","Rwanda","Africa",43
"1288","Rwanda","Africa",44.1
"1289","Rwanda","Africa",44.6
"1290","Rwanda","Africa",45
"1291","Rwanda","Africa",46.218
"1292","Rwanda","Africa",44.02
"1293","Rwanda","Africa",23.599
"1294","Rwanda","Africa",36.087
"1295","Rwanda","Africa",43.413
"1296","Rwanda","Africa",46.242
"1297","Sao Tome and Principe","Africa",46.471
"1298","Sao Tome and Principe","Africa",48.945
"1299","Sao Tome and Principe","Africa",51.893
"1300","Sao Tome and Principe","Africa",54.425
"1301","Sao Tome and Principe","Africa",56.48
"1302","Sao Tome and Principe","Africa",58.55
"1303","Sao Tome and Principe","Africa",60.351
"1304","Sao Tome and Principe","Africa",61.728
"1305","Sao Tome and Principe","Africa",62.742
"1306","Sao Tome and Principe","Africa",63.306
"1307","Sao Tome and Principe","Africa",64.337
"1308","Sao Tome and Principe","Africa",65.528
"1309","Saudi Arabia","Asia",39.875
"1310","Saudi Arabia","Asia",42.868
"1311","Saudi Arabia","Asia",45.914
"1312","Saudi Arabia","Asia",49.901
"1313","Saudi Arabia","Asia",53.886
"1314","Saudi Arabia","Asia",58.69
"1315","Saudi Arabia","Asia",63.012
"1316","Saudi Arabia","Asia",66.295
"1317","Saudi Arabia","Asia",68.768
"1318","Saudi Arabia","Asia",70.533
"1319","Saudi Arabia","Asia",71.626
"1320","Saudi Arabia","Asia",72.777
"1321","Senegal","Africa",37.278
"1322","Senegal","Africa",39.329
"1323","Senegal","Africa",41.454
"1324","Senegal","Africa",43.563
"1325","Senegal","Africa",45.815
"1326","Senegal","Africa",48.879
"1327","Senegal","Africa",52.379
"1328","Senegal","Africa",55.769
"1329","Senegal","Africa",58.196
"1330","Senegal","Africa",60.187
"1331","Senegal","Africa",61.6
"1332","Senegal","Africa",63.062
"1333","Serbia","Europe",57.996
"1334","Serbia","Europe",61.685
"1335","Serbia","Europe",64.531
"1336","Serbia","Europe",66.914
"1337","Serbia","Europe",68.7
"1338","Serbia","Europe",70.3
"1339","Serbia","Europe",70.162
"1340","Serbia","Europe",71.218
"1341","Serbia","Europe",71.659
"1342","Serbia","Europe",72.232
"1343","Serbia","Europe",73.213
"1344","Serbia","Europe",74.002
"1345","Sierra Leone","Africa",30.331
"1346","Sierra Leone","Africa",31.57
"1347","Sierra Leone","Africa",32.767
"1348","Sierra Leone","Africa",34.113
"1349","Sierra Leone","Africa",35.4
"1350","Sierra Leone","Africa",36.788
"1351","Sierra Leone","Africa",38.445
"1352","Sierra Leone","Africa",40.006
"1353","Sierra Leone","Africa",38.333
"1354","Sierra Leone","Africa",39.897
"1355","Sierra Leone","Africa",41.012
"1356","Sierra Leone","Africa",42.568
"1357","Singapore","Asia",60.396
"1358","Singapore","Asia",63.179
"1359","Singapore","Asia",65.798
"1360","Singapore","Asia",67.946
"1361","Singapore","Asia",69.521
"1362","Singapore","Asia",70.795
"1363","Singapore","Asia",71.76
"1364","Singapore","Asia",73.56
"1365","Singapore","Asia",75.788
"1366","Singapore","Asia",77.158
"1367","Singapore","Asia",78.77
"1368","Singapore","Asia",79.972
"1369","Slovak Republic","Europe",64.36
"1370","Slovak Republic","Europe",67.45
"1371","Slovak Republic","Europe",70.33
"1372","Slovak Republic","Europe",70.98
"1373","Slovak Republic","Europe",70.35
"1374","Slovak Republic","Europe",70.45
"1375","Slovak Republic","Europe",70.8
"1376","Slovak Republic","Europe",71.08
"1377","Slovak Republic","Europe",71.38
"1378","Slovak Republic","Europe",72.71
"1379","Slovak Republic","Europe",73.8
"1380","Slovak Republic","Europe",74.663
"1381","Slovenia","Europe",65.57
"1382","Slovenia","Europe",67.85
"1383","Slovenia","Europe",69.15
"1384","Slovenia","Europe",69.18
"1385","Slovenia","Europe",69.82
"1386","Slovenia","Europe",70.97
"1387","Slovenia","Europe",71.063
"1388","Slovenia","Europe",72.25
"1389","Slovenia","Europe",73.64
"1390","Slovenia","Europe",75.13
"1391","Slovenia","Europe",76.66
"1392","Slovenia","Europe",77.926
"1393","Somalia","Africa",32.978
"1394","Somalia","Africa",34.977
"1395","Somalia","Africa",36.981
"1396","Somalia","Africa",38.977
"1397","Somalia","Africa",40.973
"1398","Somalia","Africa",41.974
"1399","Somalia","Africa",42.955
"1400","Somalia","Africa",44.501
"1401","Somalia","Africa",39.658
"1402","Somalia","Africa",43.795
"1403","Somalia","Africa",45.936
"1404","Somalia","Africa",48.159
"1405","South Africa","Africa",45.009
"1406","South Africa","Africa",47.985
"1407","South Africa","Africa",49.951
"1408","South Africa","Africa",51.927
"1409","South Africa","Africa",53.696
"1410","South Africa","Africa",55.527
"1411","South Africa","Africa",58.161
"1412","South Africa","Africa",60.834
"1413","South Africa","Africa",61.888
"1414","South Africa","Africa",60.236
"1415","South Africa","Africa",53.365
"1416","South Africa","Africa",49.339
"1417","Spain","Europe",64.94
"1418","Spain","Europe",66.66
"1419","Spain","Europe",69.69
"1420","Spain","Europe",71.44
"1421","Spain","Europe",73.06
"1422","Spain","Europe",74.39
"1423","Spain","Europe",76.3
"1424","Spain","Europe",76.9
"1425","Spain","Europe",77.57
"1426","Spain","Europe",78.77
"1427","Spain","Europe",79.78
"1428","Spain","Europe",80.941
"1429","Sri Lanka","Asia",57.593
"1430","Sri Lanka","Asia",61.456
"1431","Sri Lanka","Asia",62.192
"1432","Sri Lanka","Asia",64.266
"1433","Sri Lanka","Asia",65.042
"1434","Sri Lanka","Asia",65.949
"1435","Sri Lanka","Asia",68.757
"1436","Sri Lanka","Asia",69.011
"1437","Sri Lanka","Asia",70.379
"1438","Sri Lanka","Asia",70.457
"1439","Sri Lanka","Asia",70.815
"1440","Sri Lanka","Asia",72.396
"1441","Sudan","Africa",38.635
"1442","Sudan","Africa",39.624
"1443","Sudan","Africa",40.87
"1444","Sudan","Africa",42.858
"1445","Sudan","Africa",45.083
"1446","Sudan","Africa",47.8
"1447","Sudan","Africa",50.338
"1448","Sudan","Africa",51.744
"1449","Sudan","Africa",53.556
"1450","Sudan","Africa",55.373
"1451","Sudan","Africa",56.369
"1452","Sudan","Africa",58.556
"1453","Swaziland","Africa",41.407
"1454","Swaziland","Africa",43.424
"1455","Swaziland","Africa",44.992
"1456","Swaziland","Africa",46.633
"1457","Swaziland","Africa",49.552
"1458","Swaziland","Africa",52.537
"1459","Swaziland","Africa",55.561
"1460","Swaziland","Africa",57.678
"1461","Swaziland","Africa",58.474
"1462","Swaziland","Africa",54.289
"1463","Swaziland","Africa",43.869
"1464","Swaziland","Africa",39.613
"1465","Sweden","Europe",71.86
"1466","Sweden","Europe",72.49
"1467","Sweden","Europe",73.37
"1468","Sweden","Europe",74.16
"1469","Sweden","Europe",74.72
"1470","Sweden","Europe",75.44
"1471","Sweden","Europe",76.42
"1472","Sweden","Europe",77.19
"1473","Sweden","Europe",78.16
"1474","Sweden","Europe",79.39
"1475","Sweden","Europe",80.04
"1476","Sweden","Europe",80.884
"1477","Switzerland","Europe",69.62
"1478","Switzerland","Europe",70.56
"1479","Switzerland","Europe",71.32
"1480","Switzerland","Europe",72.77
"1481","Switzerland","Europe",73.78
"1482","Switzerland","Europe",75.39
"1483","Switzerland","Europe",76.21
"1484","Switzerland","Europe",77.41
"1485","Switzerland","Europe",78.03
"1486","Switzerland","Europe",79.37
"1487","Switzerland","Europe",80.62
"1488","Switzerland","Europe",81.701
"1489","Syria","Asia",45.883
"1490","Syria","Asia",48.284
"1491","Syria","Asia",50.305
"1492","Syria","Asia",53.655
"1493","Syria","Asia",57.296
"1494","Syria","Asia",61.195
"1495","Syria","Asia",64.59
"1496","Syria","Asia",66.974
"1497","Syria","Asia",69.249
"1498","Syria","Asia",71.527
"1499","Syria","Asia",73.053
"1500","Syria","Asia",74.143
"1501","Taiwan","Asia",58.5
"1502","Taiwan","Asia",62.4
"1503","Taiwan","Asia",65.2
"1504","Taiwan","Asia",67.5
"1505","Taiwan","Asia",69.39
"1506","Taiwan","Asia",70.59
"1507","Taiwan","Asia",72.16
"1508","Taiwan","Asia",73.4
"1509","Taiwan","Asia",74.26
"1510","Taiwan","Asia",75.25
"1511","Taiwan","Asia",76.99
"1512","Taiwan","Asia",78.4
"1513","Tanzania","Africa",41.215
"1514","Tanzania","Africa",42.974
"1515","Tanzania","Africa",44.246
"1516","Tanzania","Africa",45.757
"1517","Tanzania","Africa",47.62
"1518","Tanzania","Africa",49.919
"1519","Tanzania","Africa",50.608
"1520","Tanzania","Africa",51.535
"1521","Tanzania","Africa",50.44
"1522","Tanzania","Africa",48.466
"1523","Tanzania","Africa",49.651
"1524","Tanzania","Africa",52.517
"1525","Thailand","Asia",50.848
"1526","Thailand","Asia",53.63
"1527","Thailand","Asia",56.061
"1528","Thailand","Asia",58.285
"1529","Thailand","Asia",60.405
"1530","Thailand","Asia",62.494
"1531","Thailand","Asia",64.597
"1532","Thailand","Asia",66.084
"1533","Thailand","Asia",67.298
"1534","Thailand","Asia",67.521
"1535","Thailand","Asia",68.564
"1536","Thailand","Asia",70.616
"1537","Togo","Africa",38.596
"1538","Togo","Africa",41.208
"1539","Togo","Africa",43.922
"1540","Togo","Africa",46.769
"1541","Togo","Africa",49.759
"1542","Togo","Africa",52.887
"1543","Togo","Africa",55.471
"1544","Togo","Africa",56.941
"1545","Togo","Africa",58.061
"1546","Togo","Africa",58.39
"1547","Togo","Africa",57.561
"1548","Togo","Africa",58.42
"1549","Trinidad and Tobago","Americas",59.1
"1550","Trinidad and Tobago","Americas",61.8
"1551","Trinidad and Tobago","Americas",64.9
"1552","Trinidad and Tobago","Americas",65.4
"1553","Trinidad and Tobago","Americas",65.9
"1554","Trinidad and Tobago","Americas",68.3
"1555","Trinidad and Tobago","Americas",68.832
"1556","Trinidad and Tobago","Americas",69.582
"1557","Trinidad and Tobago","Americas",69.862
"1558","Trinidad and Tobago","Americas",69.465
"1559","Trinidad and Tobago","Americas",68.976
"1560","Trinidad and Tobago","Americas",69.819
"1561","Tunisia","Africa",44.6
"1562","Tunisia","Africa",47.1
"1563","Tunisia","Africa",49.579
"1564","Tunisia","Africa",52.053
"1565","Tunisia","Africa",55.602
"1566","Tunisia","Africa",59.837
"1567","Tunisia","Africa",64.048
"1568","Tunisia","Africa",66.894
"1569","Tunisia","Africa",70.001
"1570","Tunisia","Africa",71.973
"1571","Tunisia","Africa",73.042
"1572","Tunisia","Africa",73.923
"1573","Turkey","Europe",43.585
"1574","Turkey","Europe",48.079
"1575","Turkey","Europe",52.098
"1576","Turkey","Europe",54.336
"1577","Turkey","Europe",57.005
"1578","Turkey","Europe",59.507
"1579","Turkey","Europe",61.036
"1580","Turkey","Europe",63.108
"1581","Turkey","Europe",66.146
"1582","Turkey","Europe",68.835
"1583","Turkey","Europe",70.845
"1584","Turkey","Europe",71.777
"1585","Uganda","Africa",39.978
"1586","Uganda","Africa",42.571
"1587","Uganda","Africa",45.344
"1588","Uganda","Africa",48.051
"1589","Uganda","Africa",51.016
"1590","Uganda","Africa",50.35
"1591","Uganda","Africa",49.849
"1592","Uganda","Africa",51.509
"1593","Uganda","Africa",48.825
"1594","Uganda","Africa",44.578
"1595","Uganda","Africa",47.813
"1596","Uganda","Africa",51.542
"1597","United Kingdom","Europe",69.18
"1598","United Kingdom","Europe",70.42
"1599","United Kingdom","Europe",70.76
"1600","United Kingdom","Europe",71.36
"1601","United Kingdom","Europe",72.01
"1602","United Kingdom","Europe",72.76
"1603","United Kingdom","Europe",74.04
"1604","United Kingdom","Europe",75.007
"1605","United Kingdom","Europe",76.42
"1606","United Kingdom","Europe",77.218
"1607","United Kingdom","Europe",78.471
"1608","United Kingdom","Europe",79.425
"1609","United States","Americas",68.44
"1610","United States","Americas",69.49
"1611","United States","Americas",70.21
"1612","United States","Americas",70.76
"1613","United States","Americas",71.34
"1614","United States","Americas",73.38
"1615","United States","Americas",74.65
"1616","United States","Americas",75.02
"1617","United States","Americas",76.09
"1618","United States","Americas",76.81
"1619","United States","Americas",77.31
"1620","United States","Americas",78.242
"1621","Uruguay","Americas",66.071
"1622","Uruguay","Americas",67.044
"1623","Uruguay","Americas",68.253
"1624","Uruguay","Americas",68.468
"1625","Uruguay","Americas",68.673
"1626","Uruguay","Americas",69.481
"1627","Uruguay","Americas",70.805
"1628","Uruguay","Americas",71.918
"1629","Uruguay","Americas",72.752
"1630","Uruguay","Americas",74.223
